kias |keas |ktas |ktgs |mph |mphas |mphgs |a|b|c|
     68.67628 |      74.30270 |      75.07117 |      88.69086 |      79.03125 |      86.39036 |     102.68167 |       1.00000 |      14.83147 |      14.84152 | 
     68.96660 |      74.53787 |      75.30786 |      88.93790 |      79.36535 |      86.66274 |     102.94481 |       1.00000 |      14.83147 |      14.84152 | 
     69.25463 |      74.77024 |      75.54173 |      89.18360 |      79.69681 |      86.93187 |     103.20620 |       1.00000 |      14.83147 |      14.84152 | 
     69.54025 |      74.99928 |      75.77224 |      89.42715 |      80.02549 |      87.19714 |     103.46499 |       1.00000 |      14.83147 |      14.84152 | 
     69.82331 |      75.22533 |      75.99976 |      89.66933 |      80.35123 |      87.45896 |     103.72204 |       1.00000 |      14.83147 |      14.84152 | 
     70.10368 |      75.44836 |      76.22421 |      89.91009 |      80.67387 |      87.71726 |     103.97739 |       1.00000 |      14.83147 |      14.84152 | 
     70.38118 |      75.66786 |      76.44513 |      90.14891 |      80.99322 |      87.97149 |     104.23098 |       1.00000 |      14.83147 |      14.84152 | 
     70.65564 |      75.88412 |      76.66277 |      90.38579 |      81.30906 |      88.22194 |     104.48258 |       1.00000 |      14.83147 |      14.84152 | 
     70.92689 |      76.09663 |      76.87665 |      90.62102 |      81.62121 |      88.46807 |     104.73178 |       1.00000 |      14.83147 |      14.84152 | 
     71.19471 |      76.30492 |      77.08627 |      90.85489 |      81.92941 |      88.70930 |     104.97814 |       1.00000 |      14.83147 |      14.84152 | 
     71.45891 |      76.50924 |      77.29190 |      91.08629 |      82.23344 |      88.94594 |     105.22169 |       1.00000 |      14.83147 |      14.84152 | 
     71.71933 |      76.70932 |      77.49326 |      91.31452 |      82.53313 |      89.17766 |     105.46202 |       1.00000 |      14.83147 |      14.84152 | 
     71.97582 |      76.90517 |      77.69038 |      91.53932 |      82.82830 |      89.40450 |     105.69902 |       1.00000 |      14.83147 |      14.84152 | 
     72.22827 |      77.09739 |      77.88383 |      91.76067 |      83.11881 |      89.62711 |     105.93317 |       1.00000 |      14.83147 |      14.84152 | 
     72.47655 |      77.28544 |      78.07309 |      91.97936 |      83.40453 |      89.84491 |     106.16406 |       1.00000 |      14.82802 |      14.84152 | 
     72.72062 |      77.47084 |      78.25969 |      92.19567 |      83.68539 |      90.05965 |     106.39303 |       1.00000 |      14.82802 |      14.84152 | 
     72.96044 |      77.65249 |      78.44252 |      92.40862 |      83.96138 |      90.27004 |     106.61884 |       1.00000 |      14.82802 |      14.84152 | 
     73.19605 |      77.83044 |      78.62164 |      92.61823 |      84.23251 |      90.47617 |     106.84154 |       1.00000 |      14.82802 |      14.84152 | 
     73.42752 |      78.00478 |      78.79712 |      92.82444 |      84.49889 |      90.67812 |     107.06104 |       1.00000 |      14.82802 |      14.84152 | 
     73.65491 |      78.17561 |      78.96909 |      93.02724 |      84.76057 |      90.87601 |     107.27734 |       1.00000 |      14.82802 |      14.84152 | 
     73.87836 |      78.34303 |      79.13761 |      93.22659 |      85.01770 |      91.06995 |     107.49039 |       1.00000 |      14.82802 |      14.84152 | 
     74.09800 |      78.50716 |      79.30285 |      93.42246 |      85.27045 |      91.26009 |     107.70021 |       1.00000 |      14.82802 |      14.84152 | 
     74.31402 |      78.66816 |      79.46493 |      93.61490 |      85.51905 |      91.44661 |     107.90700 |       1.00000 |      14.82802 |      14.84152 | 
     74.52659 |      78.82576 |      79.62360 |      93.80435 |      85.76367 |      91.62921 |     108.11052 |       1.00000 |      14.82802 |      14.84152 | 
     74.73589 |      78.98002 |      79.77892 |      93.98989 |      86.00453 |      91.80794 |     108.31051 |       1.00000 |      14.82802 |      14.84152 | 
     74.94211 |      79.13013 |      79.93008 |      94.17241 |      86.24184 |      91.98189 |     108.50684 |       1.00000 |      14.82802 |      14.84152 | 
     75.14542 |      79.27597 |      80.07691 |      94.35159 |      86.47581 |      92.15087 |     108.69863 |       1.00000 |      14.82802 |      14.84152 | 
     75.34605 |      79.41697 |      80.21890 |      94.52579 |      86.70669 |      92.31427 |     108.88496 |       1.00000 |      14.82802 |      14.84152 | 
     75.54415 |      79.55338 |      80.35628 |      94.69493 |      86.93466 |      92.47235 |     109.06590 |       1.00000 |      14.82802 |      14.84152 | 
     75.73992 |      79.68616 |      80.49001 |      94.85940 |      87.15995 |      92.62626 |     109.24221 |       1.00000 |      14.82802 |      14.84152 | 
     75.93350 |      79.81544 |      80.62023 |      95.01915 |      87.38271 |      92.77612 |     109.41392 |       1.00000 |      14.82802 |      14.84152 | 
     76.12501 |      79.94183 |      80.74757 |      95.17464 |      87.60310 |      92.92265 |     109.58158 |       1.00000 |      14.82802 |      14.84152 | 
     76.31452 |      80.06465 |      80.87133 |      95.32530 |      87.82119 |      93.06507 |     109.74456 |       1.00000 |      14.82802 |      14.84152 | 
     76.50207 |      80.18391 |      80.99153 |      95.47101 |      88.03701 |      93.20340 |     109.90276 |       1.00000 |      14.82802 |      14.84152 | 
     76.68762 |      80.29959 |      81.10814 |      95.61157 |      88.25054 |      93.33758 |     110.05602 |       1.00000 |      14.82456 |      14.84152 | 
     76.87112 |      80.41144 |      81.22089 |      95.74690 |      88.46170 |      93.46734 |     110.20415 |       1.00000 |      14.82456 |      14.84152 | 
     77.05244 |      80.51929 |      81.32966 |      95.87673 |      88.67037 |      93.59251 |     110.34688 |       1.00000 |      14.82456 |      14.84152 | 
     77.23149 |      80.62414 |      81.43542 |      96.00153 |      88.87642 |      93.71420 |     110.48524 |       1.00000 |      14.82456 |      14.84152 | 
     77.40814 |      80.72672 |      81.53892 |      96.12177 |      89.07970 |      93.83331 |     110.61979 |       1.00000 |      14.82456 |      14.84152 | 
     77.58224 |      80.82729 |      81.64040 |      96.23789 |      89.28005 |      93.95010 |     110.75085 |       1.00000 |      14.82456 |      14.84152 | 
     77.75365 |      80.92580 |      81.73985 |      96.35014 |      89.47731 |      94.06454 |     110.87847 |       1.00000 |      14.82456 |      14.84152 | 
     77.92222 |      81.02232 |      81.83731 |      96.45872 |      89.67129 |      94.17670 |     111.00278 |       1.00000 |      14.82456 |      14.84152 | 
     78.08777 |      81.11652 |      81.93246 |      96.56364 |      89.86180 |      94.28619 |     111.12359 |       1.00000 |      14.82456 |      14.84152 | 
     78.25016 |      81.20872 |      82.02561 |      96.66531 |      90.04868 |      94.39339 |     111.24133 |       1.00000 |      14.82456 |      14.84152 | 
     78.40926 |      81.29888 |      82.11673 |      96.76389 |      90.23177 |      94.49825 |     111.35608 |       1.00000 |      14.82456 |      14.84152 | 
     78.56498 |      81.38694 |      82.20573 |      96.85950 |      90.41096 |      94.60067 |     111.46790 |       1.00000 |      14.82456 |      14.84152 | 
     78.71723 |      81.47254 |      82.29228 |      96.95187 |      90.58617 |      94.70027 |     111.57655 |       1.00000 |      14.82456 |      14.84152 | 
     78.86599 |      81.55616 |      82.37686 |      97.04166 |      90.75736 |      94.79760 |     111.68265 |       1.00000 |      14.82456 |      14.84152 | 
     79.01126 |      81.63818 |      82.45983 |      97.12943 |      90.92454 |      94.89308 |     111.78667 |       1.00000 |      14.82456 |      14.84152 | 
     79.14594 |      81.71481 |      82.53738 |      97.21133 |      91.07952 |      94.98232 |     111.88397 |       1.00000 |      14.82456 |      14.84152 | 
     79.27612 |      81.78941 |      82.61290 |      97.29105 |      91.22934 |      95.06923 |     111.97884 |       1.00000 |      14.82456 |      14.84152 | 
     79.40086 |      81.86142 |      82.68580 |      97.36806 |      91.37289 |      95.15312 |     112.07063 |       1.00000 |      14.82456 |      14.84152 | 
     79.52054 |      81.93099 |      82.75626 |      97.44260 |      91.51060 |      95.23421 |     112.15958 |       1.00000 |      14.82456 |      14.84152 | 
     79.63602 |      81.99851 |      82.82465 |      97.51512 |      91.64350 |      95.31290 |     112.24625 |       1.00000 |      14.82456 |      14.84152 | 
     79.75390 |      82.06872 |      82.89577 |      97.59070 |      91.77915 |      95.39476 |     112.33661 |       1.00000 |      14.82456 |      14.84152 | 
     79.86891 |      82.13750 |      82.96547 |      97.66506 |      91.91151 |      95.47496 |     112.42562 |       1.00000 |      14.82110 |      14.84152 | 
     79.97929 |      82.20362 |      83.03248 |      97.73678 |      92.03852 |      95.55208 |     112.51170 |       1.00000 |      14.82110 |      14.84152 | 
     80.09386 |      82.27209 |      83.10189 |      97.81123 |      92.17038 |      95.63196 |     112.60136 |       1.00000 |      14.82110 |      14.84152 | 
     80.19781 |      82.33405 |      83.16473 |      97.87894 |      92.29000 |      95.70427 |     112.68324 |       1.00000 |      14.82110 |      14.84152 | 
     80.30028 |      82.39485 |      83.22640 |      97.94550 |      92.40791 |      95.77524 |     112.76408 |       1.00000 |      14.82110 |      14.84152 | 
     80.40054 |      82.45396 |      83.28638 |      98.01038 |      92.52328 |      95.84426 |     112.84328 |       1.00000 |      14.82110 |      14.84152 | 
     80.50159 |      82.51302 |      83.34634 |      98.07539 |      92.63957 |      95.91325 |     112.92304 |       1.00000 |      14.82110 |      14.84152 | 
     80.59490 |      82.56708 |      83.40124 |      98.13521 |      92.74696 |      95.97643 |     112.99678 |       1.00000 |      14.82110 |      14.84152 | 
     80.69621 |      82.62511 |      83.46016 |      98.19932 |      92.86354 |      96.04424 |     113.07635 |       1.00000 |      14.82110 |      14.84152 | 
     80.79561 |      82.68140 |      83.51736 |      98.26201 |      92.97793 |      96.11007 |     113.15435 |       1.00000 |      14.82110 |      14.84152 | 
     80.89256 |      82.73544 |      83.57230 |      98.32227 |      93.08949 |      96.17329 |     113.23000 |       1.00000 |      14.82110 |      14.84152 | 
     80.98299 |      82.78496 |      83.62270 |      98.37759 |      93.19357 |      96.23129 |     113.30015 |       1.00000 |      14.82110 |      14.84152 | 
     81.07230 |      82.83290 |      83.67150 |      98.43108 |      93.29633 |      96.28745 |     113.36873 |       1.00000 |      14.82110 |      14.84152 | 
     81.15979 |      82.87883 |      83.71827 |      98.48227 |      93.39702 |      96.34127 |     113.43516 |       1.00000 |      14.82110 |      14.84152 | 
     81.24913 |      82.92456 |      83.76488 |      98.53313 |      93.49983 |      96.39491 |     113.50206 |       1.00000 |      14.82110 |      14.84152 | 
     81.33265 |      82.96610 |      83.80728 |      98.57940 |      93.59595 |      96.44370 |     113.56384 |       1.00000 |      14.82110 |      14.84152 | 
     81.41562 |      83.00632 |      83.84834 |      98.62401 |      93.69142 |      96.49094 |     113.62431 |       1.00000 |      14.82110 |      14.84152 | 
     81.49731 |      83.04475 |      83.88762 |      98.66655 |      93.78543 |      96.53616 |     113.68293 |       1.00000 |      14.82110 |      14.84152 | 
     81.57401 |      83.07967 |      83.92336 |      98.70519 |      93.87370 |      96.57728 |     113.73715 |       1.00000 |      14.82110 |      14.84152 | 
     81.65023 |      83.11330 |      83.95782 |      98.74222 |      93.96141 |      96.61694 |     113.79009 |       1.00000 |      14.82110 |      14.84152 | 
     81.72359 |      83.14453 |      83.98987 |      98.77653 |      94.04583 |      96.65382 |     113.84017 |       1.00000 |      14.82110 |      14.84152 | 
     81.79901 |      83.17553 |      84.02171 |      98.81030 |      94.13262 |      96.69047 |     113.89061 |       1.00000 |      14.82110 |      14.84152 | 
     81.87081 |      83.20367 |      84.05070 |      98.84100 |      94.21525 |      96.72382 |     113.93769 |       1.00000 |      14.81936 |      14.83979 | 
     81.94014 |      83.22945 |      84.07730 |      98.86848 |      94.29503 |      96.75443 |     113.98187 |       1.00000 |      14.81936 |      14.83979 | 
     82.00434 |      83.25218 |      84.10085 |      98.89261 |      94.36891 |      96.78152 |     114.02196 |       1.00000 |      14.81936 |      14.83979 | 
     82.07044 |      83.27512 |      84.12460 |      98.91693 |      94.44498 |      96.80886 |     114.06269 |       1.00000 |      14.81936 |      14.83979 | 
     82.13185 |      83.29549 |      84.14581 |      98.93879 |      94.51565 |      96.83327 |     114.10010 |       1.00000 |      14.81936 |      14.83979 | 
     82.19165 |      83.31897 |      84.17014 |      98.96444 |      94.58447 |      96.86127 |     114.14099 |       1.00000 |      14.81936 |      14.83979 | 
     82.24694 |      83.34045 |      84.19246 |      98.98839 |      94.64809 |      96.88696 |     114.17897 |       1.00000 |      14.81936 |      14.83979 | 
     82.30076 |      83.36147 |      84.21430 |      99.01222 |      94.71002 |      96.91209 |     114.21623 |       1.00000 |      14.81936 |      14.83979 | 
     82.35340 |      83.38216 |      84.23584 |      99.03636 |      94.77061 |      96.93687 |     114.25314 |       1.00000 |      14.81936 |      14.83979 | 
     82.40392 |      83.40218 |      84.25671 |      99.06044 |      94.82874 |      96.96089 |     114.28911 |       1.00000 |      14.81936 |      14.83979 | 
     82.45390 |      83.42224 |      84.27762 |      99.08504 |      94.88626 |      96.98496 |     114.32520 |       1.00000 |      14.81936 |      14.83979 | 
     82.50352 |      83.44234 |      84.29861 |      99.11032 |      94.94335 |      97.00911 |     114.36160 |       1.00000 |      14.81936 |      14.83979 | 
     82.55122 |      83.46171 |      84.31885 |      99.13507 |      94.99825 |      97.03240 |     114.39703 |       1.00000 |      14.81936 |      14.83979 | 
     82.59566 |      83.47980 |      84.33781 |      99.15881 |      95.04940 |      97.05422 |     114.43056 |       1.00000 |      14.81936 |      14.83979 | 
     82.63906 |      83.49759 |      84.35647 |      99.18228 |      95.09933 |      97.07569 |     114.46363 |       1.00000 |      14.81936 |      14.83979 | 
     82.68178 |      83.51508 |      84.37482 |      99.20569 |      95.14849 |      97.09681 |     114.49652 |       1.00000 |      14.81936 |      14.83979 | 
     82.72039 |      83.53064 |      84.39121 |      99.22691 |      95.19292 |      97.11568 |     114.52647 |       1.00000 |      14.81936 |      14.83979 | 
     82.75972 |      83.54661 |      84.40803 |      99.24842 |      95.23819 |      97.13503 |     114.55704 |       1.00000 |      14.81936 |      14.83979 | 
     82.79783 |      83.56180 |      84.42407 |      99.26913 |      95.28204 |      97.15349 |     114.58673 |       1.00000 |      14.81936 |      14.83979 | 
     82.83561 |      83.57666 |      84.43980 |      99.28928 |      95.32552 |      97.17159 |     114.61607 |       1.00000 |      14.81936 |      14.83979 | 
     82.86992 |      83.58974 |      84.45373 |      99.30738 |      95.36501 |      97.18761 |     114.64274 |       1.00000 |      14.81936 |      14.83979 | 
     82.90460 |      83.60297 |      84.46779 |      99.32529 |      95.40491 |      97.20380 |     114.66958 |       1.00000 |      14.81936 |      14.83979 | 
     82.93794 |      83.61523 |      84.48090 |      99.34209 |      95.44328 |      97.21889 |     114.69524 |       1.00000 |      14.81936 |      14.83979 | 
     82.96920 |      83.62453 |      84.49104 |      99.35542 |      95.47926 |      97.23055 |     114.71703 |       1.00000 |      14.81936 |      14.83632 | 
     83.00100 |      83.63190 |      84.49921 |      99.36619 |      95.51585 |      97.23997 |     114.73651 |       1.00000 |      14.81936 |      14.83632 | 
     83.02975 |      83.63774 |      84.50587 |      99.37538 |      95.54893 |      97.24762 |     114.75385 |       1.00000 |      14.81936 |      14.83632 | 
     83.05675 |      83.64287 |      84.51176 |      99.38353 |      95.58000 |      97.25440 |     114.76987 |       1.00000 |      14.81936 |      14.83632 | 
     83.08441 |      83.64783 |      84.51752 |      99.39151 |      95.61184 |      97.26103 |     114.78616 |       1.00000 |      14.81936 |      14.83632 | 
     83.10995 |      83.65162 |      84.52211 |      99.39845 |      95.64123 |      97.26631 |     114.80103 |       1.00000 |      14.81936 |      14.83632 | 
     83.13455 |      83.65484 |      84.52611 |      99.40459 |      95.66954 |      97.27092 |     114.81509 |       1.00000 |      14.81936 |      14.83632 | 
     83.15788 |      83.65723 |      84.52930 |      99.40978 |      95.69637 |      97.27458 |     114.82812 |       1.00000 |      14.81936 |      14.83632 | 
     83.18011 |      83.65894 |      84.53179 |      99.41415 |      95.72196 |      97.27745 |     114.84024 |       1.00000 |      14.81936 |      14.83632 | 
     83.20103 |      83.65985 |      84.53349 |      99.41769 |      95.74603 |      97.27940 |     114.85134 |       1.00000 |      14.81936 |      14.83632 | 
     83.22183 |      83.66021 |      84.53464 |      99.42057 |      95.76997 |      97.28073 |     114.86211 |       1.00000 |      14.81936 |      14.83632 | 
     83.24156 |      83.65961 |      84.53485 |      99.42245 |      95.79268 |      97.28098 |     114.87188 |       1.00000 |      14.81936 |      14.83632 | 
     83.26057 |      83.65821 |      84.53427 |      99.42332 |      95.81455 |      97.28030 |     114.88076 |       1.00000 |      14.81936 |      14.83632 | 
     83.27807 |      83.65585 |      84.53272 |      99.42304 |      95.83469 |      97.27853 |     114.88836 |       1.00000 |      14.81936 |      14.83632 | 
     83.29489 |      83.65273 |      84.53042 |      99.42164 |      95.85405 |      97.27587 |     114.89503 |       1.00000 |      14.81936 |      14.83632 | 
     83.30988 |      83.64871 |      84.52720 |      99.41940 |      95.87131 |      97.27217 |     114.90038 |       1.00000 |      14.81936 |      14.83632 | 
     83.32358 |      83.64408 |      84.52335 |      99.41616 |      95.88706 |      97.26773 |     114.90458 |       1.00000 |      14.81936 |      14.83632 | 
     83.33752 |      83.63852 |      84.51857 |      99.41161 |      95.90311 |      97.26224 |     114.90804 |       1.00000 |      14.81936 |      14.83632 | 
     83.34997 |      83.63194 |      84.51279 |      99.40606 |      95.91743 |      97.25558 |     114.91025 |       1.00000 |      14.81936 |      14.83632 | 
     83.36147 |      83.62467 |      84.50631 |      99.39936 |      95.93066 |      97.24813 |     114.91137 |       1.00000 |      14.81936 |      14.83632 | 
     83.37190 |      83.61674 |      84.49916 |      99.39161 |      95.94267 |      97.23990 |     114.91145 |       1.00000 |      14.81936 |      14.83632 | 
     83.38179 |      83.60789 |      84.49108 |      99.38261 |      95.95406 |      97.23061 |     114.91046 |       1.00000 |      14.81936 |      14.83632 | 
     83.39034 |      83.59848 |      84.48244 |      99.37319 |      95.96390 |      97.22066 |     114.90856 |       1.00000 |      14.81936 |      14.83632 | 
     83.39854 |      83.58818 |      84.47290 |      99.36237 |      95.97333 |      97.20968 |     114.90559 |       1.00000 |      14.81936 |      14.83632 | 
     83.40578 |      83.57708 |      84.46257 |      99.35087 |      95.98167 |      97.19779 |     114.90173 |       1.00000 |      14.81936 |      14.83284 | 
     83.41241 |      83.56506 |      84.45132 |      99.33820 |      95.98929 |      97.18485 |     114.89678 |       1.00000 |      14.81936 |      14.83284 | 
     83.41818 |      83.55230 |      84.43935 |      99.32474 |      95.99593 |      97.17107 |     114.89095 |       1.00000 |      14.81936 |      14.83284 | 
     83.42307 |      83.53909 |      84.42689 |      99.31058 |      96.00155 |      97.15673 |     114.88425 |       1.00000 |      14.81936 |      14.83284 | 
     83.42727 |      83.52515 |      84.41371 |      99.29519 |      96.00639 |      97.14157 |     114.87648 |       1.00000 |      14.81936 |      14.83284 | 
     83.43082 |      83.51019 |      84.39951 |      99.27864 |      96.01048 |      97.12523 |     114.86756 |       1.00000 |      14.81936 |      14.83284 | 
     83.43369 |      83.49407 |      84.38418 |      99.26101 |      96.01377 |      97.10758 |     114.85759 |       1.00000 |      14.81936 |      14.83284 | 
     83.43578 |      83.47707 |      84.36797 |      99.24280 |      96.01619 |      97.08894 |     114.84682 |       1.00000 |      14.81936 |      14.83284 | 
     83.43707 |      83.46185 |      84.35356 |      99.22700 |      96.01766 |      97.07235 |     114.83805 |       1.00000 |      14.81936 |      14.83284 | 
     83.43770 |      83.44712 |      84.33965 |      99.21146 |      96.01839 |      97.05633 |     114.83012 |       1.00000 |      14.81936 |      14.83284 | 
     83.43761 |      83.43150 |      84.32487 |      99.19535 |      96.01830 |      97.03933 |     114.82143 |       1.00000 |      14.81936 |      14.83284 | 
     83.43691 |      83.41595 |      84.31013 |      99.17954 |      96.01749 |      97.02237 |     114.81251 |       1.00000 |      14.81936 |      14.83284 | 
     83.43554 |      83.39938 |      84.29435 |      99.16248 |      96.01591 |      97.00421 |     114.80255 |       1.00000 |      14.81936 |      14.83284 | 
     83.43363 |      83.38235 |      84.27812 |      99.14547 |      96.01371 |      96.98554 |     114.79218 |       1.00000 |      14.81936 |      14.83284 | 
     83.43116 |      83.36485 |      84.26139 |      99.12766 |      96.01086 |      96.96628 |     114.78100 |       1.00000 |      14.81936 |      14.83284 | 
     83.42820 |      83.34693 |      84.24423 |      99.10961 |      96.00746 |      96.94653 |     114.76926 |       1.00000 |      14.81936 |      14.83284 | 
     83.42471 |      83.32843 |      84.22648 |      99.09088 |      96.00344 |      96.92610 |     114.75674 |       1.00000 |      14.81936 |      14.83284 | 
     83.42064 |      83.30920 |      84.20800 |      99.07112 |      95.99876 |      96.90484 |     114.74329 |       1.00000 |      14.81936 |      14.83284 | 
     83.41595 |      83.28906 |      84.18860 |      99.05016 |      95.99336 |      96.88251 |     114.72873 |       1.00000 |      14.81936 |      14.83284 | 
     83.41083 |      83.26863 |      84.16889 |      99.02879 |      95.98747 |      96.85983 |     114.71365 |       1.00000 |      14.81936 |      14.83284 | 
     83.40504 |      83.24738 |      84.14837 |      99.00614 |      95.98081 |      96.83622 |     114.69740 |       1.00000 |      14.81936 |      14.83284 | 
     83.39877 |      83.22569 |      84.12740 |      98.98296 |      95.97359 |      96.81209 |     114.68050 |       1.00000 |      14.81936 |      14.83284 | 
     83.39188 |      83.20331 |      84.10573 |      98.95874 |      95.96567 |      96.78715 |     114.66264 |       1.00000 |      14.81936 |      14.83284 | 
     83.38396 |      83.17918 |      84.08232 |      98.93198 |      95.95655 |      96.76021 |     114.64273 |       1.00000 |      14.81936 |      14.83284 | 
     83.37598 |      83.15553 |      84.05939 |      98.90614 |      95.94736 |      96.73383 |     114.62324 |       1.00000 |      14.81936 |      14.82938 | 
     83.36689 |      83.12718 |      84.03171 |      98.87448 |      95.93690 |      96.70197 |     114.59785 |       1.00000 |      14.81936 |      14.82938 | 
     83.35745 |      83.09887 |      84.00407 |      98.84348 |      95.92605 |      96.67017 |     114.57259 |       1.00000 |      14.81936 |      14.82938 | 
     83.34668 |      83.06870 |      83.97459 |      98.81024 |      95.91365 |      96.63623 |     114.54512 |       1.00000 |      14.81936 |      14.82938 | 
     83.33536 |      83.03830 |      83.94487 |      98.77733 |      95.90062 |      96.60204 |     114.51752 |       1.00000 |      14.81936 |      14.82938 | 
     83.32347 |      83.00796 |      83.91522 |      98.74459 |      95.88694 |      96.56792 |     114.48965 |       1.00000 |      14.81936 |      14.82938 | 
     83.31048 |      82.97648 |      83.88441 |      98.71022 |      95.87199 |      96.53247 |     114.46030 |       1.00000 |      14.81936 |      14.82938 | 
     83.29703 |      82.94511 |      83.85372 |      98.67642 |      95.85651 |      96.49715 |     114.43103 |       1.00000 |      14.81936 |      14.82938 | 
     83.28305 |      82.91390 |      83.82319 |      98.64319 |      95.84042 |      96.46201 |     114.40175 |       1.00000 |      14.81936 |      14.82938 | 
     83.26791 |      82.88174 |      83.79169 |      98.60926 |      95.82301 |      96.42576 |     114.37130 |       1.00000 |      14.81936 |      14.82938 | 
     83.25224 |      82.84962 |      83.76024 |      98.57612 |      95.80496 |      96.38957 |     114.34106 |       1.00000 |      14.81936 |      14.82938 | 
     83.23571 |      82.81712 |      83.72842 |      98.54317 |      95.78595 |      96.35294 |     114.31041 |       1.00000 |      14.81936 |      14.82938 | 
     83.21829 |      82.78399 |      83.69596 |      98.50975 |      95.76591 |      96.31560 |     114.27898 |       1.00000 |      14.81936 |      14.82938 | 
     83.20005 |      82.75051 |      83.66317 |      98.47666 |      95.74491 |      96.27786 |     114.24731 |       1.00000 |      14.81936 |      14.82938 | 
     83.18056 |      82.71943 |      83.63281 |      98.44663 |      95.72248 |      96.24293 |     114.21877 |       1.00000 |      14.81936 |      14.82938 | 
     83.16190 |      82.68994 |      83.60406 |      98.41885 |      95.70101 |      96.20983 |     114.19212 |       1.00000 |      14.81936 |      14.82938 | 
     83.14292 |      82.66096 |      83.57577 |      98.39185 |      95.67917 |      96.17728 |     114.16587 |       1.00000 |      14.81936 |      14.82938 | 
     83.12170 |      82.62979 |      83.54530 |      98.36275 |      95.65475 |      96.14223 |     114.13734 |       1.00000 |      14.81936 |      14.82938 | 
     83.10209 |      82.60072 |      83.51697 |      98.33655 |      95.63218 |      96.10961 |     114.11150 |       1.00000 |      14.81936 |      14.82938 | 
     83.08098 |      82.57092 |      83.48786 |      98.31051 |      95.60789 |      96.07612 |     114.08485 |       1.00000 |      14.81936 |      14.82938 | 
     83.05941 |      82.54087 |      83.45853 |      98.28481 |      95.58307 |      96.04237 |     114.05833 |       1.00000 |      14.81936 |      14.82938 | 
     83.03862 |      82.51219 |      83.43058 |      98.26112 |      95.55914 |      96.01020 |     114.03345 |       1.00000 |      14.81936 |      14.82938 | 
     83.01682 |      82.48311 |      83.40220 |      98.23768 |      95.53406 |      95.97754 |     114.00826 |       1.00000 |      14.81936 |      14.82938 | 
     82.99391 |      82.45319 |      83.37302 |      98.21442 |      95.50769 |      95.94396 |     113.98262 |       1.00000 |      14.81936 |      14.82938 | 
     82.97146 |      82.42410 |      83.34467 |      98.19270 |      95.48185 |      95.91134 |     113.95820 |       1.00000 |      14.81936 |      14.82938 | 
     82.94962 |      82.39629 |      83.31760 |      98.17278 |      95.45673 |      95.88019 |     113.93519 |       1.00000 |      14.81936 |      14.82938 | 
     82.92700 |      82.36836 |      83.29038 |      98.15351 |      95.43069 |      95.84886 |     113.91220 |       1.00000 |      14.81936 |      14.82591 | 
     82.90459 |      82.34101 |      83.26376 |      98.13561 |      95.40490 |      95.81824 |     113.89015 |       1.00000 |      14.81936 |      14.82591 | 
     82.88195 |      82.31403 |      83.23751 |      98.11858 |      95.37885 |      95.78802 |     113.86861 |       1.00000 |      14.81936 |      14.82591 | 
     82.85949 |      82.28774 |      83.21195 |      98.10295 |      95.35300 |      95.75861 |     113.84801 |       1.00000 |      14.81936 |      14.82591 | 
     82.83566 |      82.26062 |      83.18556 |      98.08671 |      95.32557 |      95.72823 |     113.82666 |       1.00000 |      14.81936 |      14.82591 | 
     82.81273 |      82.23454 |      83.16022 |      98.07166 |      95.29919 |      95.69909 |     113.80666 |       1.00000 |      14.81936 |      14.82591 | 
     82.78885 |      82.20847 |      83.13490 |      98.05762 |      95.27171 |      95.66994 |     113.78680 |       1.00000 |      14.81936 |      14.82591 | 
     82.76476 |      82.18296 |      83.11015 |      98.04585 |      95.24399 |      95.64145 |     113.76810 |       1.00000 |      14.81936 |      14.82591 | 
     82.74036 |      82.15800 |      83.08596 |      98.03590 |      95.21590 |      95.61362 |     113.75035 |       1.00000 |      14.81936 |      14.82591 | 
     82.71504 |      82.13328 |      83.06202 |      98.02808 |      95.18678 |      95.58607 |     113.73341 |       1.00000 |      14.81936 |      14.82591 | 
     82.69080 |      82.11063 |      83.04016 |      98.02264 |      95.15888 |      95.56091 |     113.71849 |       1.00000 |      14.81936 |      14.82591 | 
     82.66715 |      82.08980 |      83.02011 |      98.01913 |      95.13166 |      95.53784 |     113.70509 |       1.00000 |      14.81936 |      14.82591 | 
     82.64320 |      82.06973 |      83.00081 |      98.01722 |      95.10410 |      95.51563 |     113.69267 |       1.00000 |      14.81936 |      14.82591 | 
     82.61926 |      82.05046 |      82.98233 |      98.01679 |      95.07655 |      95.49436 |     113.68133 |       1.00000 |      14.81936 |      14.82591 | 
     82.59483 |      82.03294 |      82.96562 |      98.01894 |      95.04844 |      95.47514 |     113.67221 |       1.00000 |      14.81936 |      14.82591 | 
     82.57172 |      82.01682 |      82.95030 |      98.02203 |      95.02184 |      95.45751 |     113.66448 |       1.00000 |      14.81936 |      14.82591 | 
     82.54877 |      82.00169 |      82.93596 |      98.02608 |      94.99544 |      95.44100 |     113.65765 |       1.00000 |      14.81936 |      14.82591 | 
     82.52527 |      81.98702 |      82.92207 |      98.03103 |      94.96838 |      95.42502 |     113.65144 |       1.00000 |      14.81936 |      14.82591 | 
     82.50125 |      81.97272 |      82.90857 |      98.03680 |      94.94075 |      95.40948 |     113.64590 |       1.00000 |      14.81936 |      14.82591 | 
