kias |keas |ktas |ktgs |mph |mphas |mphgs |a|b|c
     70.29824 |      71.02366 |      71.56994 |      84.91346 |      80.89777 |      82.36122 |      98.07560 |       1.00000 |      14.84928 |      14.86538 
     70.32864 |      71.05968 |      71.60689 |      84.95861 |      80.93276 |      82.40374 |      98.12254 |       1.00000 |      14.84928 |      14.86538 
     70.35903 |      71.09616 |      71.64430 |      85.00376 |      80.96773 |      82.44679 |      98.16974 |       1.00000 |      14.84928 |      14.86538 
     70.38943 |      71.13307 |      71.68214 |      85.04903 |      81.00271 |      82.49033 |      98.21722 |       1.00000 |      14.84928 |      14.86538 
     70.41985 |      71.17025 |      71.72024 |      85.09399 |      81.03771 |      82.53418 |      98.26477 |       1.00000 |      14.84928 |      14.86538 
     70.45029 |      71.20760 |      71.75851 |      85.13852 |      81.07275 |      82.57823 |      98.31231 |       1.00000 |      14.84928 |      14.86538 
     70.48083 |      71.24506 |      71.79689 |      85.18257 |      81.10790 |      82.62239 |      98.35978 |       1.00000 |      14.84928 |      14.86538 
     70.51149 |      71.28255 |      71.83530 |      85.22604 |      81.14317 |      82.66660 |      98.40701 |       1.00000 |      14.84928 |      14.86538 
     70.54230 |      71.31995 |      71.87362 |      85.26868 |      81.17863 |      82.71069 |      98.45384 |       1.00000 |      14.84928 |      14.86538 
     70.57330 |      71.35740 |      71.91199 |      85.31090 |      81.21431 |      82.75484 |      98.50063 |       1.00000 |      14.84928 |      14.86538 
     70.60456 |      71.39491 |      71.95042 |      85.35288 |      81.25028 |      82.79906 |      98.54745 |       1.00000 |      14.84583 |      14.86538 
     70.63612 |      71.43317 |      71.98959 |      85.39592 |      81.28661 |      82.84415 |      98.59509 |       1.00000 |      14.84583 |      14.86538 
     70.66807 |      71.47218 |      72.02953 |      85.44003 |      81.32336 |      82.89011 |      98.64356 |       1.00000 |      14.84583 |      14.86538 
     70.70045 |      71.51204 |      72.07031 |      85.48566 |      81.36063 |      82.93703 |      98.69322 |       1.00000 |      14.84583 |      14.86538 
     70.73337 |      71.55360 |      72.11282 |      85.53406 |      81.39851 |      82.98595 |      98.74525 |       1.00000 |      14.84583 |      14.86538 
     70.76687 |      71.59697 |      72.15714 |      85.58514 |      81.43706 |      83.03696 |      98.79970 |       1.00000 |      14.84583 |      14.86538 
     70.80101 |      71.64150 |      72.20264 |      85.63817 |      81.47635 |      83.08932 |      98.85583 |       1.00000 |      14.84583 |      14.86538 
     70.83585 |      71.68722 |      72.24932 |      85.69302 |      81.51644 |      83.14304 |      98.91363 |       1.00000 |      14.84583 |      14.86538 
     70.87143 |      71.73412 |      72.29718 |      85.74955 |      81.55739 |      83.19811 |      98.97304 |       1.00000 |      14.84583 |      14.86538 
     70.90779 |      71.78205 |      72.34609 |      85.80755 |      81.59923 |      83.25440 |      99.03391 |       1.00000 |      14.84583 |      14.86538 
     70.94495 |      71.83110 |      72.39612 |      85.86691 |      81.64199 |      83.31197 |      99.09621 |       1.00000 |      14.84583 |      14.86538 
     70.98289 |      71.88114 |      72.44714 |      85.92747 |      81.68566 |      83.37067 |      99.15985 |       1.00000 |      14.84583 |      14.86538 
     71.02162 |      71.93217 |      72.49914 |      85.98916 |      81.73022 |      83.43052 |      99.22475 |       1.00000 |      14.84583 |      14.86538 
     71.06113 |      71.98412 |      72.55208 |      86.05182 |      81.77570 |      83.49144 |      99.29085 |       1.00000 |      14.84583 |      14.86538 
     71.10143 |      72.03695 |      72.60590 |      86.11540 |      81.82207 |      83.55338 |      99.35806 |       1.00000 |      14.84583 |      14.86538 
     71.14249 |      72.09231 |      72.66225 |      86.18162 |      81.86932 |      83.61823 |      99.42831 |       1.00000 |      14.84583 |      14.86538 
     71.18430 |      72.15012 |      72.72108 |      86.25030 |      81.91743 |      83.68592 |      99.50145 |       1.00000 |      14.84583 |      14.86538 
     71.22689 |      72.20866 |      72.78063 |      86.31955 |      81.96645 |      83.75446 |      99.57548 |       1.00000 |      14.84583 |      14.86538 
     71.27027 |      72.26768 |      72.84067 |      86.38924 |      82.01637 |      83.82355 |      99.65028 |       1.00000 |      14.84583 |      14.86538 
     71.31442 |      72.32720 |      72.90120 |      86.45940 |      82.06718 |      83.89320 |      99.72584 |       1.00000 |      14.84583 |      14.86538 
     71.35934 |      72.38741 |      72.96242 |      86.52998 |      82.11887 |      83.96365 |      99.80212 |       1.00000 |      14.84239 |      14.86538 
     71.40504 |      72.44829 |      73.02430 |      86.60098 |      82.17146 |      84.03487 |      99.87910 |       1.00000 |      14.84239 |      14.86538 
     71.45151 |      72.50810 |      73.08511 |      86.67052 |      82.22493 |      84.10485 |      99.95473 |       1.00000 |      14.84239 |      14.86538 
     71.49873 |      72.56683 |      73.14483 |      86.73869 |      82.27927 |      84.17357 |     100.02902 |       1.00000 |      14.84239 |      14.86538 
     71.54665 |      72.62620 |      73.20518 |      86.80733 |      82.33442 |      84.24303 |     100.10396 |       1.00000 |      14.84239 |      14.86538 
     71.59529 |      72.68961 |      73.26962 |      86.88010 |      82.39040 |      84.31717 |     100.18353 |       1.00000 |      14.84239 |      14.86538 
     71.64463 |      72.75362 |      73.33464 |      86.95327 |      82.44717 |      84.39201 |     100.26367 |       1.00000 |      14.84239 |      14.86538 
     71.69468 |      72.81823 |      73.40027 |      87.02682 |      82.50477 |      84.46752 |     100.34439 |       1.00000 |      14.84239 |      14.86538 
     71.74548 |      72.88345 |      73.46650 |      87.10071 |      82.56322 |      84.54374 |     100.42564 |       1.00000 |      14.84239 |      14.86538 
     71.79700 |      72.94921 |      73.53329 |      87.17495 |      82.62252 |      84.62060 |     100.50739 |       1.00000 |      14.84239 |      14.86538 
     71.84928 |      73.01553 |      73.60063 |      87.24951 |      82.68268 |      84.69810 |     100.58964 |       1.00000 |      14.84239 |      14.86538 
     71.90228 |      73.08238 |      73.66851 |      87.32439 |      82.74368 |      84.77621 |     100.67234 |       1.00000 |      14.84239 |      14.86538 
     71.95602 |      73.14980 |      73.73695 |      87.39956 |      82.80551 |      84.85497 |     100.75549 |       1.00000 |      14.84239 |      14.86538 
     72.01050 |      73.21771 |      73.80588 |      87.47501 |      82.86820 |      84.93429 |     100.83907 |       1.00000 |      14.84239 |      14.86538 
     72.06571 |      73.28616 |      73.87534 |      87.55074 |      82.93174 |      85.01423 |     100.92306 |       1.00000 |      14.84239 |      14.86538 
     72.12164 |      73.35503 |      73.94524 |      87.62671 |      82.99611 |      85.09467 |     101.00742 |       1.00000 |      14.84239 |      14.86538 
     72.17829 |      73.42441 |      74.01566 |      87.70294 |      83.06129 |      85.17570 |     101.09218 |       1.00000 |      14.84239 |      14.86538 
     72.23563 |      73.49079 |      74.08303 |      87.77571 |      83.12727 |      85.25323 |     101.17320 |       1.00000 |      14.84239 |      14.86538 
     72.29362 |      73.55937 |      74.15263 |      87.85067 |      83.19402 |      85.33332 |     101.25668 |       1.00000 |      14.84239 |      14.86538 
     72.35226 |      73.62846 |      74.22272 |      87.92595 |      83.26151 |      85.41399 |     101.34057 |       1.00000 |      14.84239 |      14.86538 
     72.41152 |      73.69798 |      74.29326 |      88.00149 |      83.32970 |      85.49516 |     101.42482 |       1.00000 |      14.84239 |      14.86193 
     72.47138 |      73.76794 |      74.36423 |      88.07730 |      83.39858 |      85.57684 |     101.50942 |       1.00000 |      14.84239 |      14.86193 
     72.53181 |      73.83833 |      74.43563 |      88.15337 |      83.46812 |      85.65900 |     101.59439 |       1.00000 |      14.84239 |      14.86193 
     72.59280 |      73.90912 |      74.50744 |      88.22967 |      83.53830 |      85.74164 |     101.67968 |       1.00000 |      14.84239 |      14.86193 
     72.65432 |      73.98031 |      74.57965 |      88.30618 |      83.60910 |      85.82474 |     101.76530 |       1.00000 |      14.84239 |      14.86193 
     72.71638 |      74.05009 |      74.65044 |      88.38100 |      83.68053 |      85.90620 |     101.84913 |       1.00000 |      14.84239 |      14.86193 
     72.77896 |      74.12378 |      74.72515 |      88.45984 |      83.75253 |      85.99217 |     101.93747 |       1.00000 |      14.84239 |      14.86193 
     72.84205 |      74.19602 |      74.79842 |      88.53696 |      83.82513 |      86.07648 |     102.02402 |       1.00000 |      14.84239 |      14.86193 
     72.90564 |      74.27038 |      74.87380 |      88.61613 |      83.89832 |      86.16324 |     102.11293 |       1.00000 |      14.84239 |      14.86193 
     72.96975 |      74.34501 |      74.94946 |      88.69544 |      83.97209 |      86.25031 |     102.20210 |       1.00000 |      14.84239 |      14.86193 
     73.03436 |      74.41991 |      75.02541 |      88.77486 |      84.04645 |      86.33770 |     102.29152 |       1.00000 |      14.84239 |      14.86193 
     73.09950 |      74.49508 |      75.10161 |      88.85439 |      84.12141 |      86.42538 |     102.38116 |       1.00000 |      14.84239 |      14.86193 
     73.16516 |      74.57050 |      75.17805 |      88.93406 |      84.19697 |      86.51336 |     102.47105 |       1.00000 |      14.84239 |      14.86193 
     73.23135 |      74.64614 |      75.25473 |      89.01385 |      84.27313 |      86.60160 |     102.56116 |       1.00000 |      14.84239 |      14.86193 
     73.29803 |      74.72203 |      75.33166 |      89.09375 |      84.34988 |      86.69012 |     102.65150 |       1.00000 |      14.84239 |      14.86193 
     73.36524 |      74.79810 |      75.40876 |      89.17375 |      84.42722 |      86.77885 |     102.74203 |       1.00000 |      14.84239 |      14.86193 
     73.43296 |      74.87439 |      75.48608 |      89.25390 |      84.50514 |      86.86783 |     102.83280 |       1.00000 |      14.84239 |      14.86193 
     73.50118 |      74.95087 |      75.56360 |      89.33420 |      84.58366 |      86.95705 |     102.92380 |       1.00000 |      14.84239 |      14.86193 
     73.56988 |      75.02757 |      75.64133 |      89.41463 |      84.66270 |      87.04649 |     103.01501 |       1.00000 |      14.84239 |      14.86193 
     73.63908 |      75.10446 |      75.71925 |      89.49522 |      84.74234 |      87.13615 |     103.10644 |       1.00000 |      14.84239 |      14.86193 
     73.70876 |      75.18149 |      75.79731 |      89.57591 |      84.82253 |      87.22599 |     103.19805 |       1.00000 |      14.84239 |      14.85848 
     73.77891 |      75.25868 |      75.87553 |      89.65672 |      84.90325 |      87.31601 |     103.28983 |       1.00000 |      14.84239 |      14.85848 
     73.84952 |      75.33603 |      75.95391 |      89.73766 |      84.98451 |      87.40620 |     103.38181 |       1.00000 |      14.84239 |      14.85848 
     73.92056 |      75.41351 |      76.03243 |      89.81868 |      85.06627 |      87.49657 |     103.47393 |       1.00000 |      14.84239 |      14.85848 
     73.99203 |      75.49113 |      76.11108 |      89.89980 |      85.14851 |      87.58707 |     103.56621 |       1.00000 |      14.84239 |      14.85848 
     74.06391 |      75.56886 |      76.18985 |      89.98100 |      85.23123 |      87.67772 |     103.65862 |       1.00000 |      14.84239 |      14.85848 
     74.13618 |      75.64668 |      76.26870 |      90.06224 |      85.31439 |      87.76846 |     103.75113 |       1.00000 |      14.84239 |      14.85848 
     74.20882 |      75.72458 |      76.34764 |      90.14351 |      85.39799 |      87.85930 |     103.84373 |       1.00000 |      14.84239 |      14.85848 
     74.28182 |      75.80252 |      76.42661 |      90.22478 |      85.48199 |      87.95018 |     103.93639 |       1.00000 |      14.84239 |      14.85848 
     74.35516 |      75.88053 |      76.50566 |      90.30605 |      85.56640 |      88.04115 |     104.02909 |       1.00000 |      14.84239 |      14.85848 
     74.42884 |      75.95858 |      76.58474 |      90.38727 |      85.65118 |      88.13215 |     104.12180 |       1.00000 |      14.84239 |      14.85848 
     74.50283 |      76.03660 |      76.66380 |      90.46844 |      85.73633 |      88.22313 |     104.21452 |       1.00000 |      14.84239 |      14.85848 
     74.57712 |      76.11462 |      76.74285 |      90.54950 |      85.82182 |      88.31410 |     104.30717 |       1.00000 |      14.84239 |      14.85848 
     74.65168 |      76.19260 |      76.82186 |      90.63046 |      85.90762 |      88.40502 |     104.39978 |       1.00000 |      14.84239 |      14.85848 
     74.72649 |      76.27054 |      76.90084 |      90.71130 |      85.99371 |      88.49591 |     104.49230 |       1.00000 |      14.84239 |      14.85848 
     74.80155 |      76.34843 |      76.97976 |      90.79201 |      86.08009 |      88.58673 |     104.58473 |       1.00000 |      14.84239 |      14.85848 
     74.87684 |      76.42623 |      77.05859 |      90.87255 |      86.16673 |      88.67744 |     104.67705 |       1.00000 |      14.84239 |      14.85848 
     74.95233 |      76.50393 |      77.13731 |      90.95290 |      86.25361 |      88.76804 |     104.76920 |       1.00000 |      14.84239 |      14.85848 
     75.02802 |      76.58154 |      77.21596 |      91.03309 |      86.34070 |      88.85854 |     104.86122 |       1.00000 |      14.84239 |      14.85848 
     75.10388 |      76.65900 |      77.29445 |      91.11304 |      86.42801 |      88.94887 |     104.95304 |       1.00000 |      14.84239 |      14.85848 
     75.17991 |      76.73634 |      77.37281 |      91.19279 |      86.51550 |      89.03904 |     105.04467 |       1.00000 |      14.84239 |      14.85502 
     75.25608 |      76.81351 |      77.45103 |      91.27230 |      86.60316 |      89.12905 |     105.13608 |       1.00000 |      14.84239 |      14.85502 
     75.33237 |      76.89053 |      77.52907 |      91.35156 |      86.69095 |      89.21886 |     105.22726 |       1.00000 |      14.84239 |      14.85502 
     75.40878 |      76.96756 |      77.60712 |      91.43058 |      86.77888 |      89.30869 |     105.31820 |       1.00000 |      14.84239 |      14.85502 
     75.48530 |      77.04440 |      77.68499 |      91.50934 |      86.86694 |      89.39829 |     105.40888 |       1.00000 |      14.84239 |      14.85502 
     75.56190 |      77.12100 |      77.76262 |      91.58782 |      86.95509 |      89.48763 |     105.49928 |       1.00000 |      14.84239 |      14.85502 
     75.63858 |      77.19738 |      77.84003 |      91.66601 |      87.04333 |      89.57671 |     105.58938 |       1.00000 |      14.84239 |      14.85502 
     75.71531 |      77.27350 |      77.91717 |      91.74389 |      87.13162 |      89.66548 |     105.67918 |       1.00000 |      14.84239 |      14.85502 
     75.79208 |      77.34938 |      77.99407 |      91.82145 |      87.21998 |      89.75398 |     105.76864 |       1.00000 |      14.84239 |      14.85502 
     75.86888 |      77.42498 |      78.07069 |      91.89867 |      87.30835 |      89.84216 |     105.85777 |       1.00000 |      14.84239 |      14.85502 
     75.94569 |      77.50030 |      78.14704 |      91.97553 |      87.39674 |      89.93002 |     105.94653 |       1.00000 |      14.84239 |      14.85502 
     76.02249 |      77.57533 |      78.22310 |      92.05203 |      87.48512 |      90.01754 |     106.03495 |       1.00000 |      14.84239 |      14.85502 
     76.09927 |      77.65006 |      78.29885 |      92.12816 |      87.57349 |      90.10471 |     106.12298 |       1.00000 |      14.84239 |      14.85502 
     76.17603 |      77.72446 |      78.37428 |      92.20389 |      87.66180 |      90.19151 |     106.21061 |       1.00000 |      14.84239 |      14.85502 
     76.25272 |      77.79856 |      78.44939 |      92.27924 |      87.75007 |      90.27795 |     106.29785 |       1.00000 |      14.84239 |      14.85502 
     76.32936 |      77.87229 |      78.52414 |      92.35416 |      87.83826 |      90.36397 |     106.38467 |       1.00000 |      14.84239 |      14.85502 
     76.40591 |      77.94568 |      78.59854 |      92.42867 |      87.92636 |      90.44959 |     106.47105 |       1.00000 |      14.84239 |      14.85502 
     76.48238 |      78.01871 |      78.67258 |      92.50275 |      88.01436 |      90.53480 |     106.55701 |       1.00000 |      14.84239 |      14.85502 
     76.55875 |      78.09136 |      78.74626 |      92.57639 |      88.10223 |      90.61958 |     106.64253 |       1.00000 |      14.84239 |      14.85502 
     76.63498 |      78.16364 |      78.81956 |      92.64957 |      88.18996 |      90.70393 |     106.72758 |       1.00000 |      14.84239 |      14.85502 
     76.71107 |      78.23552 |      78.89246 |      92.72231 |      88.27753 |      90.78782 |     106.81217 |       1.00000 |      14.84239 |      14.85156 
     76.78702 |      78.30700 |      78.96494 |      92.79459 |      88.36492 |      90.87124 |     106.89628 |       1.00000 |      14.84239 |      14.85156 
     76.86279 |      78.37804 |      79.03700 |      92.86637 |      88.45213 |      90.95416 |     106.97990 |       1.00000 |      14.84239 |      14.85156 
     76.93840 |      78.44868 |      79.10864 |      92.93768 |      88.53913 |      91.03661 |     107.06302 |       1.00000 |      14.84239 |      14.85156 
     77.01381 |      78.51885 |      79.17983 |      93.00851 |      88.62592 |      91.11853 |     107.14564 |       1.00000 |      14.84239 |      14.85156 
     77.08901 |      78.58860 |      79.25060 |      93.07883 |      88.71246 |      91.19997 |     107.22775 |       1.00000 |      14.84239 |      14.85156 
     77.16400 |      78.65789 |      79.32089 |      93.14865 |      88.79875 |      91.28086 |     107.30933 |       1.00000 |      14.84239 |      14.85156 
     77.23876 |      78.72672 |      79.39073 |      93.21796 |      88.88478 |      91.36122 |     107.39038 |       1.00000 |      14.84239 |      14.85156 
     77.31328 |      78.79508 |      79.46011 |      93.28673 |      88.97054 |      91.44106 |     107.47088 |       1.00000 |      14.84239 |      14.85156 
     77.38755 |      78.86294 |      79.52897 |      93.35497 |      89.05601 |      91.52031 |     107.55082 |       1.00000 |      14.84239 |      14.85156 
     77.46156 |      78.93031 |      79.59734 |      93.42265 |      89.14117 |      91.59899 |     107.63020 |       1.00000 |      14.84239 |      14.85156 
     77.53527 |      78.99715 |      79.66519 |      93.48979 |      89.22600 |      91.67707 |     107.70900 |       1.00000 |      14.84239 |      14.85156 
     77.60870 |      79.06349 |      79.73254 |      93.55636 |      89.31049 |      91.75457 |     107.78720 |       1.00000 |      14.84239 |      14.85156 
     77.68183 |      79.12929 |      79.79935 |      93.62233 |      89.39466 |      91.83145 |     107.86479 |       1.00000 |      14.84239 |      14.85156 
     77.75465 |      79.19456 |      79.86563 |      93.68773 |      89.47846 |      91.90773 |     107.94178 |       1.00000 |      14.84239 |      14.85156 
     77.82715 |      79.25926 |      79.93133 |      93.75250 |      89.56189 |      91.98333 |     108.01813 |       1.00000 |      14.84239 |      14.85156 
     77.89930 |      79.32342 |      79.99648 |      93.81665 |      89.64491 |      92.05831 |     108.09381 |       1.00000 |      14.84239 |      14.85156 
     77.97109 |      79.38698 |      80.06106 |      93.88017 |      89.72753 |      92.13262 |     108.16885 |       1.00000 |      14.84239 |      14.85156 
     78.04252 |      79.44997 |      80.12505 |      93.94306 |      89.80973 |      92.20626 |     108.24324 |       1.00000 |      14.84239 |      14.85156 
     78.11357 |      79.51236 |      80.18844 |      94.00529 |      89.89149 |      92.27921 |     108.31693 |       1.00000 |      14.84239 |      14.85156 
     78.18424 |      79.57413 |      80.25122 |      94.06685 |      89.97282 |      92.35146 |     108.38994 |       1.00000 |      14.84239 |      14.84809 
     78.25451 |      79.63531 |      80.31339 |      94.12775 |      90.05368 |      92.42300 |     108.46224 |       1.00000 |      14.84239 |      14.84809 
     78.32437 |      79.69586 |      80.37495 |      94.18797 |      90.13408 |      92.49384 |     108.53383 |       1.00000 |      14.84239 |      14.84809 
     78.39381 |      79.75579 |      80.43587 |      94.24750 |      90.21399 |      92.56395 |     108.60471 |       1.00000 |      14.84239 |      14.84809 
     78.46283 |      79.81504 |      80.49612 |      94.30631 |      90.29341 |      92.63329 |     108.67484 |       1.00000 |      14.84239 |      14.84809 
     78.53139 |      79.87368 |      80.55576 |      94.36443 |      90.37232 |      92.70191 |     108.74423 |       1.00000 |      14.84239 |      14.84809 
     78.59950 |      79.93165 |      80.61472 |      94.42184 |      90.45070 |      92.76977 |     108.81288 |       1.00000 |      14.84239 |      14.84809 
     78.66714 |      79.98896 |      80.67303 |      94.47850 |      90.52853 |      92.83687 |     108.88076 |       1.00000 |      14.84239 |      14.84809 
     78.73428 |      80.04556 |      80.73064 |      94.53443 |      90.60580 |      92.90316 |     108.94786 |       1.00000 |      14.84239 |      14.84809 
     78.80093 |      80.10152 |      80.78759 |      94.58961 |      90.68250 |      92.96870 |     109.01418 |       1.00000 |      14.84239 |      14.84809 
     78.86708 |      80.15677 |      80.84384 |      94.64405 |      90.75862 |      93.03343 |     109.07972 |       1.00000 |      14.84239 |      14.84809 
     78.93272 |      80.21134 |      80.89939 |      94.69772 |      90.83416 |      93.09736 |     109.14445 |       1.00000 |      14.84239 |      14.84809 
     78.99783 |      80.26517 |      80.95423 |      94.75061 |      90.90909 |      93.16047 |     109.20837 |       1.00000 |      14.84239 |      14.84809 
     79.06242 |      80.31830 |      81.00835 |      94.80273 |      90.98341 |      93.22275 |     109.27148 |       1.00000 |      14.84239 |      14.84809 
     79.12647 |      80.37074 |      81.06178 |      94.85406 |      91.05712 |      93.28424 |     109.33376 |       1.00000 |      14.84239 |      14.84809 
     79.18997 |      80.42241 |      81.11445 |      94.90460 |      91.13020 |      93.34484 |     109.39520 |       1.00000 |      14.84239 |      14.84809 
     79.25292 |      80.47337 |      81.16640 |      94.95435 |      91.20264 |      93.40463 |     109.45581 |       1.00000 |      14.84239 |      14.84809 
     79.31530 |      80.52357 |      81.21759 |      95.00327 |      91.27442 |      93.46354 |     109.51556 |       1.00000 |      14.84239 |      14.84809 
     79.37711 |      80.57304 |      81.26805 |      95.05138 |      91.34554 |      93.52161 |     109.57445 |       1.00000 |      14.84239 |      14.84809 
     79.43832 |      80.62173 |      81.31774 |      95.09868 |      91.41599 |      93.57879 |     109.63248 |       1.00000 |      14.84239 |      14.84809 
     79.49893 |      80.66968 |      81.36668 |      95.14514 |      91.48574 |      93.63511 |     109.68965 |       1.00000 |      14.84239 |      14.84462 
     79.55894 |      80.71685 |      81.41484 |      95.19077 |      91.55480 |      93.69054 |     109.74593 |       1.00000 |      14.84239 |      14.84462 
     79.61832 |      80.76324 |      81.46223 |      95.23557 |      91.62313 |      93.74506 |     109.80133 |       1.00000 |      14.84239 |      14.84462 
     79.67707 |      80.80887 |      81.50884 |      95.27950 |      91.69073 |      93.79871 |     109.85584 |       1.00000 |      14.84239 |      14.84462 
     79.73519 |      80.85371 |      81.55467 |      95.32259 |      91.75762 |      93.85145 |     109.90945 |       1.00000 |      14.84239 |      14.84462 
     79.79267 |      80.89775 |      81.59971 |      95.36481 |      91.82377 |      93.90327 |     109.96216 |       1.00000 |      14.84239 |      14.84462 
     79.84949 |      80.94099 |      81.64394 |      95.40618 |      91.88916 |      93.95417 |     110.01395 |       1.00000 |      14.84239 |      14.84462 
     79.90567 |      80.98344 |      81.68736 |      95.44667 |      91.95380 |      94.00415 |     110.06483 |       1.00000 |      14.84239 |      14.84462 
     79.96117 |      81.02505 |      81.72998 |      95.48630 |      92.01768 |      94.05318 |     110.11481 |       1.00000 |      14.84239 |      14.84462 
     80.01600 |      81.06588 |      81.77179 |      95.52503 |      92.08077 |      94.10130 |     110.16383 |       1.00000 |      14.84239 |      14.84462 
     80.07013 |      81.10588 |      81.81279 |      95.56290 |      92.14306 |      94.14848 |     110.21195 |       1.00000 |      14.84239 |      14.84462 
     80.12357 |      81.14505 |      81.85295 |      95.59986 |      92.20457 |      94.19469 |     110.25912 |       1.00000 |      14.84239 |      14.84462 
     80.17632 |      81.18340 |      81.89229 |      95.63593 |      92.26527 |      94.23996 |     110.30534 |       1.00000 |      14.84239 |      14.84462 
     80.22836 |      81.22090 |      81.93078 |      95.67110 |      92.32516 |      94.28426 |     110.35062 |       1.00000 |      14.84239 |      14.84462 
     80.27970 |      81.25758 |      81.96844 |      95.70538 |      92.38423 |      94.32760 |     110.39497 |       1.00000 |      14.84239 |      14.84462 
     80.33031 |      81.29342 |      82.00527 |      95.73874 |      92.44247 |      94.36998 |     110.43835 |       1.00000 |      14.84239 |      14.84462 
     80.38019 |      81.32841 |      82.04124 |      95.77119 |      92.49987 |      94.41138 |     110.48077 |       1.00000 |      14.84239 |      14.84462 
     80.42932 |      81.36256 |      82.07638 |      95.80273 |      92.55641 |      94.45182 |     110.52222 |       1.00000 |      14.84239 |      14.84462 
     80.47774 |      81.39584 |      82.11065 |      95.83335 |      92.61213 |      94.49125 |     110.56272 |       1.00000 |      14.84239 |      14.84462 
     80.52540 |      81.42827 |      82.14406 |      95.86304 |      92.66698 |      94.52970 |     110.60223 |       1.00000 |      14.84239 |      14.84462 
     80.57230 |      81.45983 |      82.17661 |      95.89182 |      92.72095 |      94.56716 |     110.64078 |       1.00000 |      14.84239 |      14.84115 
     80.61843 |      81.49055 |      82.20831 |      95.91965 |      92.77404 |      94.60364 |     110.67834 |       1.00000 |      14.84239 |      14.84115 
     80.66382 |      81.52037 |      82.23912 |      95.94656 |      92.82627 |      94.63910 |     110.71492 |       1.00000 |      14.84239 |      14.84115 
     80.70843 |      81.54932 |      82.26907 |      95.97253 |      92.87760 |      94.67356 |     110.75051 |       1.00000 |      14.84239 |      14.84115 
     80.75226 |      81.57742 |      82.29815 |      95.99757 |      92.92804 |      94.70702 |     110.78511 |       1.00000 |      14.84239 |      14.84115 
     80.79530 |      81.60464 |      82.32635 |      96.02168 |      92.97758 |      94.73948 |     110.81873 |       1.00000 |      14.84239 |      14.84115 
     80.83755 |      81.63095 |      82.35366 |      96.04482 |      93.02620 |      94.77090 |     110.85134 |       1.00000 |      14.84239 |      14.84115 
     80.87903 |      81.65643 |      82.38010 |      96.06701 |      93.07393 |      94.80134 |     110.88293 |       1.00000 |      14.84239 |      14.84115 
     80.91970 |      81.68096 |      82.40563 |      96.08826 |      93.12074 |      94.83071 |     110.91354 |       1.00000 |      14.84239 |      14.84115 
     80.95957 |      81.70464 |      82.43029 |      96.10857 |      93.16661 |      94.85909 |     110.94315 |       1.00000 |      14.84239 |      14.84115 
     80.99863 |      81.72742 |      82.45406 |      96.12791 |      93.21156 |      94.88644 |     110.97173 |       1.00000 |      14.84239 |      14.84115 
     81.03687 |      81.74931 |      82.47693 |      96.14629 |      93.25556 |      94.91276 |     110.99931 |       1.00000 |      14.84239 |      14.84115 
     81.07428 |      81.77031 |      82.49892 |      96.16373 |      93.29861 |      94.93806 |     111.02588 |       1.00000 |      14.84239 |      14.84115 
     81.11089 |      81.79039 |      82.51999 |      96.18021 |      93.34074 |      94.96231 |     111.05142 |       1.00000 |      14.84239 |      14.84115 
     81.14666 |      81.80960 |      82.54017 |      96.19572 |      93.38191 |      94.98553 |     111.07597 |       1.00000 |      14.84239 |      14.84115 
     81.18160 |      81.82791 |      82.55948 |      96.21027 |      93.42212 |      95.00776 |     111.09947 |       1.00000 |      14.84239 |      14.84115 
     81.21571 |      81.84531 |      82.57786 |      96.22389 |      93.46136 |      95.02890 |     111.12199 |       1.00000 |      14.84239 |      14.84115 
     81.24896 |      81.86184 |      82.59536 |      96.23653 |      93.49964 |      95.04905 |     111.14346 |       1.00000 |      14.84239 |      14.84115 
     81.28138 |      81.87744 |      82.61195 |      96.24820 |      93.53694 |      95.06814 |     111.16392 |       1.00000 |      14.84239 |      14.84115 
     81.31295 |      81.89214 |      82.62764 |      96.25892 |      93.57327 |      95.08620 |     111.18335 |       1.00000 |      14.84239 |      14.84115 
     81.34366 |      81.90594 |      82.64242 |      96.26868 |      93.60861 |      95.10320 |     111.20177 |       1.00000 |      14.83892 |      14.84115 
     81.37350 |      81.91885 |      82.65630 |      96.27747 |      93.64296 |      95.11918 |     111.21915 |       1.00000 |      14.83892 |      14.84115 
     81.40250 |      81.93085 |      82.66929 |      96.28532 |      93.67633 |      95.13412 |     111.23552 |       1.00000 |      14.83892 |      14.84115 
     81.43063 |      81.94196 |      82.68138 |      96.29221 |      93.70870 |      95.14803 |     111.25086 |       1.00000 |      14.83892 |      14.84115 
     81.45791 |      81.95215 |      82.69255 |      96.29813 |      93.74009 |      95.16090 |     111.26518 |       1.00000 |      14.83892 |      14.84115 
     81.48431 |      81.96144 |      82.70282 |      96.30310 |      93.77048 |      95.17271 |     111.27848 |       1.00000 |      14.83892 |      14.84115 
     81.50985 |      81.96983 |      82.71220 |      96.30711 |      93.79987 |      95.18350 |     111.29075 |       1.00000 |      14.83892 |      14.84115 
     81.53452 |      81.97733 |      82.72067 |      96.31018 |      93.82825 |      95.19325 |     111.30200 |       1.00000 |      14.83892 |      14.84115 
     81.55830 |      81.98393 |      82.72826 |      96.31229 |      93.85562 |      95.20198 |     111.31223 |       1.00000 |      14.83892 |      14.84115 
